Month,Revenue,Cost_of_Production,Operating_Expenses,Net_Profit,Risk_Score,Credit_Score,Budgeted_Revenue,Budgeted_Cost_of_Production,Revenue_Variance,Cost_Variance,Profit_Margin,Revenue_Growth_Rate,Operating_Margin,Budgeted_Net_Profit,Product_Category
2022-08-31,229459.97423424013,338343.76376359485,154953.250837156,66085.75010623223,6.377200073978357,728.93,215755.9966251238,274455.1356975953,-8368.953998850575,-16223.349740020054,40.108495379990366,-16.94799947266929,27.23668150982583,,OTC Drugs
2022-09-30,420912.9037872349,67813.8572864973,131725.30514985594,9157.33739038479,1.397515359703057,653.12,286216.110906599,74245.22128715878,12554.333525558677,-3814.639877973829,2.1709815725622836,55.744327381421954,73.78228795732558,,OTC Drugs
2022-10-31,117856.59265978695,76640.51809372328,153580.2210936641,57863.351630276884,7.350969160521998,346.28,135091.31185744572,78229.80694990093,19062.151893289683,-7629.277093406158,28.193270752173326,-55.55863295790823,20.105209301128685,,OTC Drugs
2022-11-30,177184.41233041306,43092.000019153005,168230.78019576115,48026.9216083371,4.700499181683456,388.9,184404.83458941348,71637.78367265372,-4415.038832981894,0.0,19.428254518487307,29.864171718306753,27.343352011815536,,OTC Drugs
2022-12-31,238740.65954141458,103340.38150242847,120592.37027222234,34172.75085044432,3.0148895291002673,794.2,291255.5315862536,173763.59233625134,13098.617213386682,0.0,8.804984701857764,18.228628906404513,56.623064548710204,,OTC Drugs
2023-01-31,277486.62840707344,117819.47799245467,164493.76018886178,23175.15005391872,1.5794094987618517,633.54,344590.944654576,177687.35840719624,-23651.03833201758,-9597.960130222782,8.903391544239806,12.040860477496189,76.86731856995068,,OTC Drugs
2023-02-28,587712.8988212944,110072.36649090717,99235.06090269607,34105.979028812675,6.9404438703080205,305.06,409116.9298878384,136201.84731546885,-44301.16179684063,-3121.689056227471,9.150779290071615,51.33939735132038,74.73346093475436,,OTC Drugs
2023-03-31,171744.9480831942,286625.15715684986,25923.05811989222,119140.82541151752,7.807470766097929,355.81,172837.42224766052,308222.43355897604,-18040.957713670196,-7515.539867776945,49.0672418262744,-58.34671412786786,103.1959816829336,,OTC Drugs
2023-04-30,372968.15215312154,140291.85922968082,36218.526523547494,35428.2928239918,1.2292818284559264,664.93,272766.2728890935,121165.90076691742,11777.285322781681,-7392.702629027628,11.680682639515942,94.73110279772344,81.54631012432648,,OTC Drugs
2023-05-31,371593.4075435051,111557.4494345874,29547.965330556653,67250.69244849644,5.495361781196263,302.78,323151.09066232026,138879.0609643462,39696.70367644688,-8323.003701735392,12.452989950565097,11.695589968738496,84.06552808258097,,OTC Drugs
2023-06-30,146385.61763162422,182406.63392037188,139939.62929799076,75306.13420177986,4.191549326799771,388.44,91691.75371048406,195814.61278000797,-12297.400892202271,5383.593723086433,72.81588998344152,-75.6215028138118,-18.023170012535914,,OTC Drugs
2023-07-31,455764.5920075389,91537.66102107275,82521.03597753581,41204.876579792304,8.598887157438352,601.8,311243.58511905605,89498.77295032518,3626.5314271507914,1560.0290144504283,13.56173097258583,210.93147471772042,81.88511501071191,,OTC Drugs
2023-08-31,159538.86557356638,295229.33779665676,81768.39317230493,80271.71990677106,2.308240788117611,680.54,187337.33811638106,266350.5167826187,-15701.59421683854,15829.085552100167,51.67890946637086,-51.62541494496522,30.152438394509904,,OTC Drugs
2023-09-30,109309.45368593422,61103.038867141215,169168.82395010057,100873.13492874813,7.032214498998149,658.58,96924.35727176361,66798.94329084909,-11657.603762723771,-1705.8840074935806,74.75749817403413,-24.540624107989018,-58.735654820264344,,OTC Drugs
2023-10-31,378951.7736082201,288402.171127451,60844.527424678665,33321.963984290174,4.446776594325932,423.35,576156.3758103839,235034.66564652658,-26684.252283845188,32469.15458477519,7.545099131999226,255.66356526288752,59.705070748850275,,OTC Drugs
2023-11-30,411286.0409373225,197929.94478253968,102748.8758105981,47938.93653849996,11.015731600742479,691.7,363939.67104719137,263701.6876308091,16793.174237587446,2328.774629553742,13.167420299772306,1.2531172162537279,65.30948318207174,,OTC Drugs
2023-12-31,332727.44000233756,87265.20535768174,111793.1897316038,27025.846797173002,2.4206248540750614,430.49,409801.56807361223,93882.68371751287,6118.790769079927,-1134.22675055613,10.656469424575695,-16.868535185508968,45.24781365488445,,OTC Drugs
2021-01-31,215795.5687137561,103355.59782066914,31433.92760923578,27424.981594654953,3.1157472220923528,487.59,248255.80933382595,158649.86754358446,6148.877237404077,-9615.415662027955,11.124927103284175,0.0,72.01082715219408,,Prescription Drugs
2021-02-28,551710.6551859613,88622.175102643,194265.29744484482,20150.462535652325,1.2530645905408135,362.41,509018.4206985754,82049.04241811954,-21685.93379807516,3016.4730582313723,4.002538358242061,97.09153774661705,77.16921679810986,,Prescription Drugs
2021-03-31,348680.7534945562,212826.75431101845,159228.3953123995,40429.127741513235,7.226723472524091,808.58,342238.5511933782,227463.665555924,-9707.717960867647,17764.05294956842,8.494613553372645,-17.83864392439113,55.0031046845169,,Prescription Drugs
2021-04-30,404078.9231694318,183771.9940701953,155960.51291693866,29015.594714470793,5.639732143203492,782.54,415550.6425241668,180288.17969543405,-24749.01328919306,-1363.9413592032777,8.05443697848911,-11.593380990101162,50.3697840112491,,Prescription Drugs
2021-05-31,151811.72393049375,89603.45242876744,149794.9055974347,93217.69176294596,1.171054094309061,441.87,182188.606274733,93546.74822567576,-5235.8628433267795,-8087.857319177846,66.72127412507328,-61.714337501728444,0.7372616039216088,,Prescription Drugs
2021-06-30,141748.46826784377,178453.04579026278,39742.77157701527,69816.09071905391,3.8764310270794433,662.99,135657.06476665448,163415.12261975813,-1373.5542537865076,-5908.506235964128,49.59146374129136,-0.010118638895782479,65.82405653240723,,Prescription Drugs
2021-07-31,137513.6574392129,64186.105725158865,97104.37121262024,68291.77592975901,7.465522049920797,749.47,122800.06690624407,68822.7272004479,9400.601887799152,-654.9294487736302,63.28544349254532,-21.629786501601156,20.98345155075289,,Prescription Drugs
2021-08-31,474813.79341338115,319319.6033869036,59520.783799094264,86817.65861690899,3.4706075013722777,605.36,440618.49503472593,272568.20096134004,13159.640794786606,20196.444933571034,18.83786825960434,262.36332668555195,97.02274874024009,,Prescription Drugs
2021-09-30,340200.29555344215,110297.14967670609,188168.1593484965,93670.92494276926,2.0262821153520183,591.31,269311.72548208095,119817.25317348304,16130.692500928339,-2639.9032335190495,28.668566444292324,-25.456393160983524,57.07024003413906,,Prescription Drugs
2021-10-31,391715.7979692736,200711.7948147133,139103.18908734096,22484.152330956298,6.401271010978338,433.02,357995.0247145338,200285.2995046202,16256.765798218803,-25393.022524673073,5.841653510573503,10.439330787971082,57.40456621662044,,Prescription Drugs
2021-11-30,117723.81657166583,136503.70923275984,94210.34801539688,89905.43730477188,9.348630086140629,351.21,117252.66075686159,116453.24546812911,-9425.226872851123,7696.935591305859,89.70345119294424,-65.2930983071347,21.634595386211004,,Prescription Drugs
2021-12-31,434962.2222766806,202184.01240355958,40237.00711711525,50346.22754804704,2.9598570159820365,793.47,414273.392085746,177162.53580421596,10739.806759366296,0.0,11.970307394193258,393.9183091286961,100.50695176099865,,Prescription Drugs
2022-01-31,518937.5399010139,206262.67064288846,68287.11796115035,76872.0209009559,6.059864301937494,795.23,550981.3204809921,231011.90225400424,-28694.357938131696,-17807.47660513238,18.23208627845932,-11.088169235775197,92.12947046130392,,Prescription Drugs
2022-02-28,220058.11092369564,107675.10050558465,87406.25788894983,99254.61862784252,7.239597236639274,648.21,217149.55195531377,102909.33183902364,-4616.393732290954,-4778.75139363492,51.62221451850257,-58.35736178681206,52.222194970825356,,Prescription Drugs
2022-03-31,183116.2917197798,284862.08344454906,182228.81733179255,38249.83508873675,3.61307335685622,486.47,195472.5654939326,289544.31158882927,-9761.75148573191,-13396.648916480697,24.18329782757746,-6.422634245832998,9.967084959611778,,Prescription Drugs
2022-04-30,152526.6553877953,274776.26818679227,120411.51894339519,18916.508909076976,9.048929699634286,492.07,170747.19623483001,301888.6788791673,0.0,-10097.430141481922,9.20403613423422,0.3024971915111648,18.769782321833905,,Prescription Drugs
2022-05-31,237679.3170557863,241597.60135773907,194569.31267534767,29226.17291219625,4.082965630593806,699.28,218149.82519121148,233300.9003317542,-4732.916400484239,8120.055788903527,11.926909800464582,24.15244154455438,20.00829495293463,,Prescription Drugs
2022-06-30,256871.8449970231,278577.62816692586,97084.5407819032,47653.94545102219,6.5524820484343556,793.41,328617.39618875657,254618.1408231279,0.0,10010.150210982887,16.96196390856576,38.92324072221594,72.58277329291724,,Prescription Drugs
2022-07-31,221566.93942128817,160039.4754981105,51052.31756150734,93154.7149870632,7.295150114383335,787.9,261071.02781270072,172709.1291036574,15462.715470258507,-10547.710226265533,32.70055071212312,-10.586416750234791,71.16424762822038,,Prescription Drugs
2022-08-31,195507.80651495504,260789.2961234135,126850.2754632601,101183.34255266971,6.7190637769226935,728.93,185729.41007534167,325825.7524347765,-8984.098617521939,-18590.337504921976,47.93132768287942,-16.91642694449967,28.58406479435002,,Prescription Drugs
2022-09-30,339586.9978995767,68270.64516781176,156170.43182298244,12560.988090015171,1.8773640979512318,653.12,332606.62181382015,90077.22861636236,11087.60219273127,-4819.49445342275,3.401598557588965,67.38312243937202,62.42653751246771,,Prescription Drugs
2022-10-31,178747.92015690493,94884.33634007849,138268.0267838618,62390.13856537221,8.150319579390041,346.28,157403.0807323121,97508.4208123945,16427.88695161963,-7955.37913078912,42.39670226468387,-65.35966500939408,21.892209453618964,,Prescription Drugs
2022-11-30,236563.2193310849,66100.20914257527,151244.09838402705,44054.77466239071,3.754039584360459,388.9,219721.8647979234,70094.33547120876,-7581.23497052985,0.0,23.706685279463326,43.78530769277289,30.7201626812314,,Prescription Drugs
2022-12-31,270479.94646622153,125478.1991678943,121461.61306985086,32246.54135804943,2.889702653044577,794.2,190218.06194005703,120417.17365183825,15458.785317486017,0.0,11.177725942822251,15.627326231254754,59.24938856228092,,Prescription Drugs
2023-01-31,274010.8828826271,144149.03013187778,132911.99420011506,20269.04049219544,1.097763608455145,633.54,343098.40682472335,181631.45171494022,-29218.066068798464,-10121.401875283238,6.198194331106523,13.048306898445205,55.43597363661079,,Prescription Drugs
2023-02-28,388552.8775276873,105466.42780452485,120227.35401778184,36422.28291978398,6.622321845098477,305.06,397422.51847525424,133701.9618440624,-40604.9915184431,-4214.908507315461,10.849113067045248,55.197929331468096,77.9263860465587,,Prescription Drugs
2023-03-31,170591.03219561867,244145.3162456324,30678.283820752593,107796.15618167861,6.6896001496534545,355.81,175503.03386994824,300093.33550966176,-12205.561026538355,-9907.093454239244,55.78097197625593,-49.70324713755437,86.13170938147726,,Prescription Drugs
2023-04-30,365322.3553815306,124003.9759513922,46394.650526692916,31871.415647636037,1.2853307723874585,664.93,256754.05989504504,119094.37605890566,10647.139125996027,-9445.383509674546,10.478519639404103,82.58100609392406,69.99407807029547,,Prescription Drugs
2023-05-31,274978.83478997444,99707.14864635332,30429.101224998565,65801.70135122721,4.696670995763109,302.78,282673.02722865413,153891.11990848594,27852.83612673677,-10636.454341266955,15.878419534581782,12.254800550908673,91.1031691237548,,Prescription Drugs
2023-06-30,135989.23288222172,193357.1064785863,165412.24275682413,72142.66518380752,3.147253956609243,388.44,142526.68311584904,196433.52215425298,-10817.223335949478,5734.048974390746,73.08026423950962,-70.29870201616056,-17.924866601174784,,Prescription Drugs
2023-07-31,353812.7706308643,90965.8420505642,97692.19312164262,45071.524340434116,6.758170152049801,601.8,342221.0408464993,77003.06052720112,2939.166367717537,2015.574832777509,12.461999310219642,225.6964296464953,65.6004812295041,,Prescription Drugs
2023-08-31,164079.4584585937,262524.53662997973,118318.3353280903,103672.66816248209,2.716310640630574,680.54,161704.6860335702,260876.19773425386,-12181.985943198306,17642.47166431215,56.38093045639267,-52.377498866695845,34.224015178073756,,Prescription Drugs
2023-09-30,137375.48581216726,67635.38663616352,209499.1201189766,111890.81153507125,5.963297180866813,658.58,158122.370881347,63892.09673023538,-10988.149397428506,-1158.1969778810133,75.37273149102523,-22.667723168822537,-47.789461348389004,,Prescription Drugs
2023-10-31,476997.02389458386,282453.6614896723,72986.45267535906,34445.88514166028,4.623330947071212,423.35,591031.8774769313,310276.69004703424,-30816.695822677506,30485.976067626347,6.016996540190066,273.4699303058533,100.2692607294331,,Prescription Drugs
2023-11-30,558884.0495346026,278386.11369278835,104696.91540886565,57247.62351528371,9.661919865783323,691.7,535997.5009935342,203340.5762510193,19341.193225767078,2371.448774323262,10.668657097575037,1.45239412381212,64.93268970459351,,Prescription Drugs
2023-12-31,491215.22656153224,100439.7406936201,132403.4335574465,30651.797737820743,2.2943514445968898,430.49,371543.2412431897,108878.20129398433,8728.646134784422,-1135.1320336740223,8.303825648979066,-10.721977838803722,56.69658257073823,,Prescription Drugs
2021-01-31,269598.2399758336,113660.96657114667,33109.58162205238,28815.39326789544,3.842155816016329,487.59,190950.28241492217,162089.90785005095,6494.218525329989,-12110.419061685281,10.562825689437325,0.0,101.7421275806349,,Prescription Drugs
2021-02-28,384864.736496033,68226.56530151088,116272.99454508229,17138.785398384854,1.5250131469696016,362.41,506145.40659519,69853.75341014388,-22040.448242608203,2785.7759070337343,3.9016236886616467,100.42539218483421,49.862307676151055,,Prescription Drugs
2021-03-31,409626.69206580066,195158.84812011803,143127.0303176194,36710.36904391879,5.873716533430821,808.58,477940.88236791815,174784.18999055855,-13487.289833354582,19246.652348468444,10.138715666119278,-13.902084475570284,66.91830466149561,,Prescription Drugs
2021-04-30,410074.66283981944,139017.31334913807,139190.5952676308,24814.86659669502,5.036007172462585,782.54,236218.57128152807,104894.67250783132,-25746.189959657415,-1510.2172531403755,8.667825667016464,-16.690044498526234,49.63807462694255,,Prescription Drugs
2021-05-31,117557.28996615982,78570.59724506548,184094.00172120307,108581.09931413029,1.469334790668376,441.87,119437.9808467323,101506.19014779321,-4974.181451609231,-6325.240062455561,56.89662088686024,-68.1167150327093,0.686134422519579,,Prescription Drugs
2021-06-30,177715.24969364985,153605.00004526353,32110.361152598023,63878.24105611923,3.7112313630838205,662.99,164806.60361319862,161598.3703555114,-1637.1638141379447,-6300.062570108114,37.329530970924615,-0.014085047599751106,72.45375846570033,,Prescription Drugs
2021-07-31,112622.84247220527,66563.09018195748,84065.04600856025,66422.55460111954,6.626294515836694,749.47,142059.77573949358,72993.40462394225,9399.098535983629,-617.3847121952363,61.08440853791052,-27.561154032651608,30.382354180135593,,Prescription Drugs
2021-08-31,403182.07009610493,240067.19306298206,52322.975286343244,113856.7634931359,2.800737011989589,605.36,466512.52988415386,277928.6302864593,14877.107541019994,18271.60761506263,15.880035270759024,251.0084200253419,79.20062736188717,,Prescription Drugs
2021-09-30,342393.3030952352,151551.43437798912,150109.19654350798,61463.10705943777,2.050204949506938,591.31,287500.781376175,122823.2014315416,13474.033983278743,-2467.733276256417,28.812651860664158,-31.411697802695553,47.7760568476578,,Prescription Drugs
2021-10-31,493852.68896206847,269047.7823406238,109465.06351976194,22172.24282789436,7.079301349296014,433.02,332636.72273227887,238867.89504997976,20205.246862289914,-24667.696015292633,7.2861386219151845,12.980931389609838,62.551598284300425,,Prescription Drugs
2021-11-30,141478.36091968234,122327.19113371782,111685.98148305355,66911.15455966428,9.139974858989683,351.21,112196.50719399303,92989.5573151915,-9017.063673681687,8894.178058952628,92.09495521966078,-72.73977541603342,24.204230899408966,,Prescription Drugs
2021-12-31,392192.44462556776,170724.33435484045,37161.267513663,63272.15284612354,3.32161565732139,793.47,502116.25908166444,238387.17624091203,8234.460354785277,0.0,11.957289971261154,397.4317119476393,104.20126381966982,,Prescription Drugs
2022-01-31,325157.6138420817,169719.95845824227,63489.73999155684,73754.45372580981,6.00116472819596,795.23,489148.20194962906,213175.3539916613,-40046.12179121876,-13963.757219995234,18.531482658743933,-11.906187333536739,66.9180232162776,,Prescription Drugs
2022-02-28,236005.00584747,91497.72324352231,74890.39309579098,89066.74859356774,8.963864052432609,648.21,224141.49411835856,93553.06592545504,-4409.566480044432,-4520.861883810734,41.194881299373016,-56.66799975920331,52.49027891975087,,Prescription Drugs
